,ISBN,title,author,pub_year,publisher,categories,description
14708,451176928,The Midwife's Advice,Gay Courter,1994,Signet Book,Fiction,"Hannah Sokolow, head midwife at Bellevue Hospital in turn-of-the-century New York, enters the new medical frontier in sex therapy as her proud profession is taken over by the male-dominated practice of obstetrics"
14709,068803036X,The Cider House Rules,John Irving,1985,Harpercollins Childrens Books,Fiction,"The practices of Dr. Wilbur Larch--obstetrician, orphanage director, ether addict, and abortionist--are hindered, abetted, and continued, in turn, by his favorite orphan, Homer Wells"
14710,812544706,Implant,F. Paul Wilson,1996,Tor Books,Fiction,"Young doctor Gina Panzella has known her boss, plastic surgeon Dr. Duncan Lathram, almost her entire life, and respects him deeply. Charming and brilliant, Duncan has invented a dissolving implant that allows incisions to heal without scarring. Duncan's artistry in the operation room is the salvationof Washington's biggest power players whenever they need touch-ups for C-Span. But there are a few things about Duncan that Gina can't quite figure out. Why did he trade vascular surgery for the more profitable but less vital plastic surgery, and why won't he accept his patients' medical insurance? What caused his daughter's death and the breakup of his marriage? Why do his tirades agains the new congressional medical ethics committee have such a bitter personal sting? And what is his connection to two committee members who died in accidents not long after Duncan operated on them? Soon Gina's curiosity about Duncanis replaced by suspicion and fear. With the help of Gerry Canney, a high school classmate now working for the FBI, Gina determines to find out what ruined Duncan's personal life and aroused his wrath against the congressmen. She find a man much more complex and mysterious than the sharp-tongued but kindhearted physician she though she knew. Then two more congressmen fall ill after Duncan's surgery. And Gina discovers another kind of implant in Duncan's arsenal. . . ."
14711,425167135,A Blessing on the Moon,Joseph Skibell,1999,Berkley Publishing Group,Fiction,"Chaim Skibelski, a concentration camp prisoner who escapes death by Nazi firing squad, wanders like a ghost through memories of the past, accompanied by a rabbi who has changed into a talking crow"
14712,031287216X,Venus,Ben Bova,2000,St Martins Pr,,
14713,765343266,Son of the Shadows (The Sevenwaters Trilogy),Juliet Marillier,2002,Tor Fantasy,,
14714,765345013,Child of the Prophecy : Book Three of the Sevenwaters Trilogy (The Sevenwaters Trilogy),Juliet Marillier,2003,Tor Books,Fiction,"Magic is fading... and the ways of Man are driving the Old Ones to the West, beyond the ken of humankind. The ancient groves are being destroyed, and if nothing is done, Ireland will lose its essential mystic core. The prophecies of long ago have foretold a way to prevent this horror, and it is the Sevenwaters clan that the Spirits of Eire look to for salvation. They are a family bound into the lifeblood of the land, and their promise to preserve the magic has been the cause of great joy to them... as well as great sorrow. It is up to Fianne, daughter of Niamh, the lost sister of Sevenwaters, to solve the riddles of power. She is the shy child of a reclusive sorcerer, and her way is hard, for her father is the son of the wicked sorceress Oonagh, who has emerged from the shadows and seeks to destroy all that Sevenwaters has striven for. Oonagh will use her granddaughter Fianne most cruelly to accomplish her ends, and stops at nothing to see her will done. Will Fianne be strong enough to battle this evil and save those she has come to love?"
14715,571146333,Lake Wobegone Days,Garrison Keillor,1986,Faber and Faber Ltd,,
14716,60957409,Slut! Growing Up Female with a Bad Reputation,Leora Tanenbaum,2000,Perennial,Social Science,"Girls may be called ""sluts"" for any number of reasons, including being outsiders, early developers, victims of rape, targets of others' revenge. Often the labels has nothing to do with sex -- the girls simply do not fit in. An important account of the lives of these young women, Slut! weaves together powerful oral histories of girls and women who finally overcame their sexual labels with a cogent analysis of the underlying problem of sexual stereotyping. Author Leora Tanenbaum herself was labeled a slut in high school. The confessional article she wrote for Seventeen about the experience caused a sensation and led her to write this book."
14717,395245109,Even Cowgirls Get the Blues,Tom Robbins,1976,Houghton Mifflin,Fiction,"Champion hitchhiker Sissy Hankshaw, braless and free, makes her way across the confused and paranoid America of the 1970s, gathering knowledge and experience, friends and suitors, and all sorts of unusual acquaintances"
14718,553280422,Last of the Breed,LOUIS L'AMOUR,1987,Bantam,,
14719,385508719,Every Second Counts,Lance Armstrong,2003,Broadway,,
14720,2070406962,Des chrÃ?Â©tiens et des maures,Daniel Pennac,1999,Gallimard,,
14721,380708744,Total Recall,Piers Anthony,1990,Harper Mass Market Paperbacks (Mm),,
14722,2070404587,Le Liseur,Berhard Schlink,,Folio,Fiction,"Michaël, lycéen, tombe sous le charme d'Hanna, une femme de trente-cinq ans dont il devient l'amant. Pendant six mois, il la rejoint chez elle tous les jours et lui fait la lecture à haute voix. Sept ans plus tard, il assiste, dans le cadre de ses études de droit, au procès de cinq criminelles et reconnaît Hanna parmi elles. Prix Laure Bataillon 1997."
14723,385487622,The Weigh Down Diet,Gwen Shamblin,1997,Doubleday Books,,
14724,078688200X,Sacred Hoops : Spiritual Lessons of a Hardwood Warrior,Phil Jackson,1996,Hyperion,Biography &amp; Autobiography,"Phil Jackson, coach of the Chicago Bulls, describes his outlook on life, and explains how he applies it to basketball"
14725,031600023X,Worse Than Watergate: The Secret Presidency of George W. Bush,John W. Dean,2004,"Little, Brown",,
14726,451526015,The Picture of Dorian Gray and Other Short Stories,Oscar Wilde,1995,Signet Classics,,
14727,440235448,A Sight for Sore Eyes,RUTH RENDELL,2000,Dell,Fiction,"A fading beauty has resorted to seducing workmen in her palatial home, but when she sets her sights on craftsman Teddy Brex, the tired pattern of her life shifts from pathetic to deadly. Reprint."
14728,8433969528,La Vida Sexual de Catherine Millet,Catherine Millet,2002,Anagrama,Biography &amp; Autobiography,"Catherine Millet, una figura de gran prestigio en el ámbito de la estética, autora de ensayos y monografías sobre artistas contemporáneos, decidió explicar su intensa y tumultuosa vida sexual, con una crudeza y una claridad absolutamente inesperadas. el r"
14729,1400000408,Despistes y franquezas,MARIO BENEDETTI,2002,Sudamericana,Fiction,"Through these realist short stories, humorous sketches, mysteries, fantastic stories, poems, autobiographical segments, etc, we are witnesses to the world of a writer who never forgets his responsibility to his readers and who prizes, above any artifice or ostentation, his human and literary authenticity."
14730,684815672,CLOUD CHAMBER : A Novel,Michael Dorris,1997,Scribner,Fiction,"Moving from late-19th-century Ireland to contemporary America, this is the story of a family fuelled by anger, repressed passions and determined will. It is told through a series of first-person narrators, including 15-year-old Rayona, a character in the author's A Yellow Raft in Blue Water."
14731,8845407039,E Venne Chiamata Due Cuori,M. Morgan,1998,Fabbri - RCS Libri,,
14732,1551664844,Breaking the Silence,Diane Chamberlain,1999,Mira Books,Fiction,"Laura Brandon had promised her dying father she would visit Sarah Tolley, but her own agony is drowning out the old woman's ramblings. Her husband killed himself, and the only witness--her daughter, Emma--now refuses to speak. Desperate, Laura turns to a man she met once nine years ago: Emma's real father. Together they search frantically for the key to Emma's silence, only to find it in an old woman's fading memories of love, despair and unspeakable evil."
14733,590441698,Family Under the Bridge,Natalie Sav Carlson,,Scholastic Inc,Families,"An old tramp, adopted by three fatherless children when their mother hides them under a bridge on the Seine, finds a home for mother and children and a job for himself."
14734,553802038,Fatal,MICHAEL PALMER,2002,Bantam,Fiction,"Returning to his Virginia home to investigate the tragic deaths of his wife and father, a young maverick doctor encounters a series of suspicious accidents that reveal a bizarre syndrome that could place countless lives at risk."
14735,1551669552,Along Came Trouble,Sherryl Woods,2002,Mira,Fiction,"Trinity Harbor sheriff Tucker Spencer finds his world turned upside down when Mary Elizabeth Chandler, the woman who stomped all over his heart six years ago, asks for his help when her politician husband is murdered and she is stands accused of the crime, in a wildly entertaining modern romance. Original."
14736,671872931,The Raiders,Harold Robbins,1995,Pocket Books (Mm),Fiction,"Struggling with his illegitimate son for control of the vast family fortune, Jonas Cord, Jr., teams up with his father's sidekick, Nevada Smith, and moves his enterprise to Las Vegas and Cuba, where he incurs Mafia wrath. Reprint."
14737,786012668,Cold Fear,Rick Mofina,2001,Pinnacle Books,Fiction,"When her ten-year-old daughter vanishes on a family camping trip to Glacier National Park, Emily Baker, her husband, and a multi-agency task force must race against time to find young Paige Baker before someone else does."
14738,671627406,STORYTELLER,Harold Robbins,1987,Pocket,Fiction,"First published more than two decades ago, this bestselling novel features the sort of storytelling that Robbins is known and admired for: labyrinthine plots, outrageous characters, sizzling dialogue, and exotic locations."
14739,1572970014,Waterworld: A Novel (Movie-Tie-in),Max Allan Collins,1995,Berkley Publishing Group,Fiction,"In a future world of global warming that has covered all land masses with water, a single man learns of the possibility of dry land and challenges the remaining human survivors to help in the search. Original. Movie tie-in."
14740,425193993,A Dilly of a Death,Susan Wittig Albert,2004,Berkley Hardcover,,
14741,446302066,For Love of Audrey Rose,Frank De Felitta,1982,Warner Books,Fiction,"The sequel to Audrey Rose takes Janice Templeton back to the death of Audrey Rose and the mystery of where she is if she was reincarnated as Ivy Templeton. Ivy, Janice's daughter, was also killed in a car crash. Janice is determined to find the truth."
14742,1551668386,Conspiracy,Jasmine Cresswell,2001,Mira,Fiction,"Immersed in a life of alcohol and self-pity since the death of her husband, government agent Verity Marlowe must pull herself together in order to survive a game of international terror and polical insanity, where she is forced to trust CIA agent Michael Strait, in a world where nothing is what it seems. Original."
14743,451165551,The Year of the Intern,Robin Cook,1973,Signet Book,Fiction,"Originally published: New York: Harcourt Brace Jovanovich, c1972."
14744,786006242,Privileged Information,Stephen White,1999,Pinnacle Books,Boulder (Colo.),Clinical psychologist Alan Gregory finds his personal and professional life jeopardized when three female patients die mysteriously and confidential disclosures between therapist and patient uncover a psychopathic killer.
14745,446378445,In search of excellence: Lessons from America's best-run companies,Thomas J Peters,1984,Warner Books,Industrial management,Discusses eight basic practices characteristic of successfully managed companies.
14746,3423205903,"Der Mann, der lÃ?Â¤chelte.",Henning Mankell,2003,Dtv,,
14747,671556657,WHILE MY PRETTY ONE SLEEPS,Mary Higgins Clark,1989,Simon &amp; Schuster,Fiction,"Ethel Lambston, a gossip writer whose forthcoming book threatens to expose leading figures in the fashion world, is murdered, and boutique-owner Neeve Kearny becomes intimately involved in the investigation"
14748,61056928,Lords and Ladies,Terry Pratchett,1996,HarperTorch,Fiction,"Although they may feature witches and wizards, vampires and dwarves, along with the occasional odd human, Terry Pratchett's bestselling Discworld novels are grounded firmly in the modern world. Taking humorous aim at all our foibles, each novel reveals our true character and nature. It's a dreamy midsummer's night in the Kingdom of Lancre. But music and romance aren't the only things filling the air. Magic and mischief are afoot, threatening to spoil the royal wedding of King Verence and his favorite witch, Magrat Garlick. Invaded by some Fairie Trash, soon it won't be only champagne that's flowing through the streets ..."
14749,811818276,52 Ways to Simplify Your Life (52 Decks),Lynn Gordon,1997,Chronicle Books,House &amp; Home,"A tool intended to help simplify time spent in daily living that will leave more time and space for you to: breathe, think, thrive, be.- Box."
14750,609809636,"Justice: Crimes, Trials, and Punishments",Dominick Dunne,2002,Three Rivers Press (CA),Biography &amp; Autobiography,"A collection of courtroom writings includes accounts of the two trials of Claus von Bèulow, the O.J. Simpson trial, the Menendez brothers murder case, and the indictment of Michael Skakel for a long-unsolved Connecticut murder."
14751,1551661519,Cousins,Rona Jaffe,1996,Mira,Fiction,"From the bestselling author of Class Reunion comes a story of family loyalties and disloyalties, choices and compromises, destruction and survival. Fans of Rona Jaffe will love this wise and moving novel of family. Fine."
14752,446529001,Shoot the Moon,Billie Letts,2004,Warner Books,Fiction,"The award-winning author of Where the Heart Is brings readers to the windswept 1970s community of DeClare, Oklahoma, where thirty years after a baby's disappearance, a grown Nicky Jack Harjo mysteriously returns."
14753,312929587,Undercurrents,Ridley Pearson,1992,St. Martin's Press,Fiction,"A haunted detective, a shadowy killer, and a city drowning in a tide of fear."
14754,142000213,Bridget Jones's Guide to Life,Helen Fielding,2001,Penguin Books,,
14755,1551664968,Confession,Elizabeth Gage,1999,Mira,Fiction,"For years, Rebecca has lived a blameless life of quiet desperation. She is the perfect wife of a man whose wealth and power depend on her silence. She had raised a perfect child, who is now engaged; the young man is everything her parents could wish for--especially Rebecca. She hadn't planned to fall in love, but right and wrong were no match for this passion."
14756,451410815,The Man With a Load of Mischief (Richard Jury Novels),Martha Grimes,2003,Onyx Books,,
14757,1556611188,The Calling of Emily Evans (Women of the West (Paperback Bethany House)),Janette Oke,1990,Bethany House Publishers,Fiction,"When Emily Evans hears of the prairie's vast need for teachers, she feels called to help. But is she prepared to run aparish alone? Ages 11-14."
14758,451183843,Murder Can Ruin Your Looks (Desiree Shapiro Mysteries (Paperback)),Selma Eichler,2003,Signet Book,Fiction,"Reluctantly assisting an old friend, full-figured gumshoe Desiree Shapiro investigates the shooting of identical twins Mary Ann and Meredith, in an attempt to identify which twin was killed and which is only comatose"
14759,345421221,The Alpine Kindred (Emma Lord Mysteries),Mary Daheim,1999,Fawcett Books,Fiction,"MURDER IS RELATIVE The brutal stabbing of local philanthropist Einar Rasmussen Jr. outrages folk in the old logging town of Alpine. But, strangely, editor Emma Lord of The Alpine Advocate can scarcely pry a word out of the victim's reclusive relatives. Sheriff Milo Dodge isn't much help either, now that he and Emma are no longer an item. So intrepid Emma goes solo, hot after a story that sparks through town like wildfire, fueled by rumor, malice, and the deadly antics of a maniac. . . ."
14760,821772996,Don't Tell a Soul,S. K. McClafferty,2002,Kensington Publishing Corporation,Fiction,"Attorney Clair Sumner returns to Bayou des Cannes, Louisiana to seek justice for her father who has been sentenced to die for a crime he didn't commit, but the inhabitants of the town refuse to break their silence, forcing Claire to go after the real killer herself. Original."
14761,1551668807,Lightkeeper,Susan Wiggs,2002,Mira Books,Fiction,"Once, the sea took everything he loved ... now the sea has given him a second chance."
14762,030700113X,Walt Disney's Lady and the Tramp (Little Golden Book),Teddy Slater,1991,Random House Childrens Books,,
14763,892131284,The Higher Taste: A Guide to Gourmet Vegetarian Cooking and a Karma-Free Diet,A. C. Bhaktivedanta Swami Prabhupada et al.,1991,Bhaktivedanta Book Trust,Cooking,
14764,312950934,The Best of the Cheapskate Monthly: Simple Tips for Living Lean,Mary Hunt,1993,St. Martin's Press,Business &amp; Economics,"A self-avowed reformed spendthrift advises readers on saving money in the 1990s, offering her own tricks and techniques for penny pinching in a work that includes first-person accounts, recipes, formulas, recycling tips, and more. Original."
14765,440142148,Joanna's Husband and David's Wife,Elizabeth F. Hailey,1987,Dell,Fiction,"Discloses the inner workings of a marriage from both partners' points of view through David's responses to his wife Joanna's versions of events, recorded in her diary, after she abandons him after twenty-five years of marriage"
14766,451195671,Crimes and Misdemeanors: New and Original Stories of Love and Death,Elaine Koster,1998,Signet Book,Fiction,"An anthology of eighteen original short stories features contributions by Stephen King, Joyce Carol Oates, E.L. Doctorow, Lawrence Block, Ed McBain, Erica Jong, and Nancy Taylor Rosenberg"
14767,553296604,Exceptional Clearance,William J. Caunitz,1992,Bantam Books,Fiction,Detective Lieutenant John Vinda is willing to break the law to break his latest case when a ruthless killer begins stalking young women on the streets of New York. By the author of One Police Plaza. Reprint.
14768,380778777,"Murder, My Suite (Bed-And-Breakfast Mysteries (Paperback))",Mary Daheim,1995,Avon,,
14769,446609838,Stealing the Elf-King's Roses,Diane Duane,2002,Aspect,,
14770,8806116053,Se questo e un uomo ; La tregua,Primo Levi,1989,Einaudi,,
14771,446612979,Slow Dollar (Deborah Knott Mysteries (Paperback)),Margaret Maron,2003,Warner Books,Fiction,"A moonlit autumn night brings out half the county to fill the Tilt-O-Whirl with squealing riders and the dirt around Polly's Pitch Plate with losers' quarters. But in an air nostalgically sweet with caramel apple and spun sugar, one crooked game ends with a brutal death ... and Judge Deborah Knott will discover more than a body. For beneath the carnival's razzle-dazzle surface swirl dark secrets that Deborah has kept hidden for almost twenty years. Now as family loyalties war with the demands of the law, she must struggle to win a carny's trust-before the killer pins a bull's-eye on yet another victim."
14772,553582097,Unsolicited: A Booklover's Mystery (Booklover's Mysteries),Julie Kaewert,2000,Crimeline,Fiction,"Trying to save both his family publishing company and his life, young Alex Plumtree searches for a missing author, whose unfinished fact-based novel about kidnapped World War II orphans is the focus of death threats and murder. Reprint."
14773,080410591X,Red Branch,Morgan Llywelyn,1990,Ivy Books,Fiction,"Follows the legendary warrior Cuchulain in a land where the human and animal worlds merge, battles rage, and one man fully captures all the passion, violence, and enchantment of ancient Ireland"
14774,451166361,The Glass Menagerie,Tennessee Williams,1993,Signet Book,,
14775,671723227,Wiseguy,Nicholas Pileggi,1990,Pocket,Fiction,"A longtime member of organized crime recounts his criminal career, his involvement in the six-million dollar Lufthansa robbery, and his decision to become a federal witness"
14776,553578588,Triple Witch : A Home Repair is Homicide Mystery (Home Repair is Homicide Mysteries (Paperback)),SARAH GRAVES,1999,Bantam,,
14777,440212685,Steel Guitar,Linda Barnes,1993,Dell,Fiction,"Hired to find a guitar-playing blackmailer who claims to be the author of three of rock star Dee Willis's songs, Carlotta searches Boston's backwaters and finds a trail of corruption heading in a surprising direction. Reprint."
14778,725107251,From strength to strength: An autobiography,Sara Henderson,1993,Pan MacMillan Publishers Australia,Businesswomen,"Paperback reissue of the autobiography of the 1991 TBulletin'/Qantas Businesswoman of the Year, who successfully rebuilt the debt-ridden cattle station left to her by her late husband. First published in 1992."
14779,449215245,Mrs. Pollifax on Safari,Dorothy Gilman,1991,Fawcett Books,Fiction,"At the request of her old CIA contact, Carstairs, Emily Pollifax leaves New Jersey and her geraniums for Africa, where she battles dark forces of evil to save an African leader from assassination"
14780,140067647,The Sunne in Splendour,Sharon Kay Penman,1990,Ballantine Books,Great Britain,"'The Sunne in Splendour' is a magnificent historical novel about Richard III. Set against a vast, colourful canvas it covers the whole period of The War of the Roses opening with Richard as a child of seven and following him through a turbulent youth and manhood to his betrayal and death at The Battle of Bosworth Field. The historical detail is brilliantly depicted and brings to life the atmosphere of the time with extraordinary immediacy and excitement."
14781,312979525,Iced,Jenny Siler,2001,St. Martin's Paperbacks,,
14782,425110931,While Angels Sleep,Judith Kelman,1995,Berkley Publishing Group,Fiction,"Years after strange incidents at her Thornwood home culminate in her mother's death and her father's insanity, a grown Emily returns there with her own children and is horrified when the terrors reawaken. Reissue."
14783,60178221,The Bestseller,Olivia Goldsmith,1996,Harpercollins,Fiction,"In an irreverent portrait of the publishing world, five authors and their books--all handled by big-time New York City publishing house Davis and Dash--compete for a position on the New York Times bestseller list"
14784,931674085,A Cup of Christmas Tea,Tom Hegg,1989,Waldman House Press,Fiction,A nephew's visit to an elderly great-aunt at Christmastime brings him memories of past holidays and the realization of how the human spirit can triumph over adversity.
14785,743204700,An Accidental Woman : A Novel,Barbara Delinsky,2002,Simon &amp; Schuster,,
14786,345302834,Castle Roogna #03,Piers Anthony,1981,Del Rey Books,,"For use in schools and libraries only. Dor, a young magician, travels back in time to find an elixir that would prove his right to be the future ruler of Xanth."
14787,373711220,Casey's Gamble  (Raising Cane),Eve Gaddy,2003,Harlequin,Fiction,
14788,425144658,Seneca Falls Inheritance,Miriam Grace Monfredo,1994,Berkley Publishing Group,Fiction,"While helping to organize the Women's Rights Convention of 1848, free-thinking town librarian Glynis Tryon finds her natural curiosity peaked when a body turns up in the canal and begins investigating what seems to be a murder. Reissue."
14789,345348664,The Illearth War (Chronicles of Thomas Covenant the Unbeliever),Stephen R. Donaldson,1989,Del Rey Books,Fiction,"Returning to the Land, after forty years of its time, Thomas Covenant finds the powers of evil, under Lord Foul the Despiser, fully unleashed and assumes the responsibility of finding a way to defeat Lord Foul. Reissue."
14790,451410408,Conflicts of Interest,John Martel,2002,Onyx Books,Fiction,"With his dream job at the prestigious San Francisco firm of Miller and McGrath tainted by greed and politics, maverick lawyer Seth Cameron becomes a pawn in a power struggle with a senior partner whom Seth believes is setting him up. Reprint."
14791,380708906,"Arthur (The Pendragon Cycle, Book 3)",Stephen R. Lawhead,1990,Eos,Fiction,"In a forgotten age of darkness a magnificent king arose to light the world. They called him unfit to rule—a lowborn, callow boy, Uther's bastard. But his coming had been foretold in the songs of the bard Taliesin. He had learned the uses of power from his guide and protector, Merlin. He was Arthur, Pendragon of the Island of the Mighty—who would rise to legendary greatness in a Britain torn by violence, greed and war; the Lord of Summer who would usher in a glorious reign of peace and prosperity . . . and whose noble, trusting heart would be broken by treachery."
14792,812562674,The Galactic Gourmet: A Sector General Novel,James White,1997,Tor Books (Mm),Fiction,"When the galaxy's greatest chef, Gurronsevas, travels to a massive hospital space station to make their hospital food more appetizing, he may have to overcome more than a few obstacles in order to meet this challenge. Reprint."
14793,156421178,Homage to Catalonia (Harvest Book),George Orwell,1969,Harvest Books,History,Presents the British novelist's firsthand report on the Spanish Civil War based on his experiences fighting against the Fascists
14794,679736654,A Scanner Darkly,Philip K. Dick,1991,Vintage Books USA,Drug abuse,"A drug dealer of the future periodically moves away from his spaced-out world to become an informer for narcotics agents until he becomes unable to separate his two personalities. Reissue. (A Warner Independent Pictures film, written &amp; directed by Richard Linklater, releasing March 2006, starring Keanu Reeves, Winona Ryder, Robert Downey, Jr., Woody Harrelson, &amp; Rory Cochrane) (Science Fiction)"
14795,91867908,Playing the Moldovans at Tennis,Tony Hawks,2000,Ebury Press,Moldova,"As with his previous book, Round Ireland With a Fridge, this book is the result of an strange bet with comedian Arthur Smith. This time, Hawks bets he can find the Moldovan football team and beat them all at tennis. The loser must perform the Moldovan national anthem naked on Balham High Road. However, knowledge of tennis and/or football isn't required to enjoy the book.The latest foolhardy attempt to win a bet by the author of Round Ireland with a Fridge."
14796,140430075,Robinson Crusoe,Daniel Defoe,1998,Penguin USA (Paper),Adventure stories,The classic tale of a man's struggle for survival after being marooned on an island
14797,345426258,Hart's War,John Katzenbach,2000,Ballantine Books,Fiction,"Lieutenant Tommy Hart, an American imprisoned in a Nazi camp, comes to the defense of fellow prisoner of war Lieutenant Lincoln Scott, an African American pilot, who has been framed for murder."
14798,380781441,Because You're Mine (Avon Historical Romance),Lisa Kleypas,1997,Avon,Fiction,"“I don’t care about your conscience. All I want is for you to kiss me again.” Lady Madeline Matthews would rather shame herself than sacrifice her freedom. To avoid marrying an aging, lecherous lord, she seeks out the company of Logan Scott, for a torrid affair with the notorious womanizer would surely condemn her in the eyes of good society. In truth, Logan is an intensely private man tormented by past betrayals. Now a forward little minx, completely at sea in London’s sophisticated whirl, is disrupting his life with her vibrant charm and unspoiled beauty. But when what begins with a kiss threatens to blossom into something more rapturous and real, will Logan and Madeline have the courage to drop the masks they hide behind in the name of love?"
14799,373292856,The Surgeon (Harlequin Historical Series),Kate Bridges,2003,Harlequin,Fiction,"The Surgeon by Kate Bridges released on Nov 24, 2003 is available now for purchase."
14800,821767860,Thoroughly Kissed,Kristine Grayson,2001,Zebra Books,Fiction,"When her sexy boss, Michael Found, accuses her of being a fraud, Emma Lost, the real Sleeping Beauty, must prove to him that magic does exist even if it means breaking her vow of never kissing a strange man again, in a charming modern adaption of the classic fairy tale. Original."
14801,590298372,Maggie (California Diaries),Ann M. Martin,1997,Scholastic,Juvenile Fiction,"Selected poetry editor of Inner Vistas, Maggie Blume, an aspiring song writer, struggles with feelings of inadequacy."
14802,1551665972,East Of Peculiar,Suzann Ledbetter,2000,Mira,Fiction,"With her trademark humor and fast-paced wit, Ledbetter introduces Hannah Garvey, the spunky heroine of a new trilogy set in the Missouri Ozarks. Garvey becomes manager of a planned community for wealthy seniors. When one of the members is murdered, Garvey meets the sheriff, who is attracted to her but wants her to stay out of police business."
14803,055357289X,"Shadow Dawn (Chronicles of the Shadow War, Book 2)",George Lucas,1998,Bantam Books,Fiction,"The peaceful reign of Elora Danan is threatened as the ruthless Thunder Riders battle to expand their dominion, and the Lord of the Dance, an omnipotent primal being, lurks in the shadows"
14804,394712587,The Plague,Albert Camus,1972,Vintage Books USA,,"The story takes place in the Algerian port of Oran, where a ravaging epidemic of bubonic plague-which symbolically suggests other spiritual and political plagues-has thrown the city into a harrowing agony."
14805,964631636,House of Gold,Bud Macfarlane Jr.,1999,Saint Jude Media,Apocalyptic literature,
14806,3446203486,Drop City.,Tom Coraghessan Boyle,2003,Hanser,,
14807,671896725,Task Force Blue (Rogue Warrior),Richard Marcinko,1997,Pocket,Fiction,"When a band of terrorists breaches the Pentagon's security as part of their plan to overthrow the government, Marcinko and his SEAL team are the nation's only hope, but Marcinko must overcome a murder rap. Reprint."
14808,61031097,Close to Home: A Novel of Suspense,Peter Robinson,2004,Avon Books,,
14809,61092096,Love in Another Town,Barbara Taylor Bradford,1996,HarperTorch,,
14810,034530358X,Tender Warrior,Fern Michaels,1991,Ivy Books,Fiction,"The legendary Spanish warrior, El Cid, kidnaps the beautiful Princess Mirjana and holds her for ransom, but is unable to resist falling in love with her, in a classic romance set in medieval Spain. Reprint."
14811,055356370X,The Hacker Crackdown: Law and Disorder on the Electronic Frontier,Bruce Sterling,1993,Spectra Books,Computers,"A journalist investigates the past, present, and future of computer crimes, as he attends a hacker convention, documents the extent of the computer crimes, and presents intriguing facts about hackers and their misdoings. Reprint."
14812,671648152,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V. C. Andrews,1987,Pocket,Fiction,"Cathy and Chris, entwined with the evil that haunts their children, live with the fearful spectre of Foxworth Hall and find they are prisoners of a past they cannot escape."
14813,865714088,Divorce Your Car! : Ending the Love Affair with the Automobile,Katharine T. Alvord,2000,New Society Publishers,Nature,"Our romance with cars, begun with enthusiasm more than 100 years ago, has in fact become a very troubled entanglement. Today's relationship with the automobile inflicts upon us pollution, noise, congestion, sprawl, big expenses, injury, and even death. Yet we continue to live with cars at a continuing cost to ourselves and the environment. What can people do about this souring affair? Divorce your car! Re-meet your feet, board a bike, take a train, pull out of this dysfunctional relationship with the automobile! Divorcing your car can take many forms, from simply using it less to not owning one at all. This practical guide shows how divorcing a car can be fun, healthy, money-saving, and helpful to the planet in the process. Car-dependency is a serious problem, but this book is leavened with love-affair and self-help analogies in the text as well as cartoon illustrations. From commuters crazed by congestion and soccer moms sick of chauffeuring, to environmentalists looking for auto alternatives this book provides all the reasons not to drive and the many alternative ways we can all get around without our cars."
14814,743477316,Oyster Blues : A Novel,Michael McClelland,2004,Pocket Star,Fiction,"When a waitress from an Appalachicola oyster bar heads south to Miami, she suddenly finds herself embroiled in a zany mystery set in Florida involving a man, the mob, a boat, guns, oysters, and a mysterious coffin. A first novel. Reprint."
14815,804104549,Riding the Iron Rooster: By Train Through China,Paul Theroux,1990,Ivy Books,History,Describes the author's travels by train in every province of the People's Republic of China.
14816,60177721,Finding Moon,Tony Hillerman,1995,Harpercollins,Fiction,"In 1975, small-town journalist Moon Mathias ventures into the turmoil of Southeast Asia in search of the young daughter of his recently deceased brother, a quest that takes him from Manila to the jungles of Cambodia as he uncovers a dangerous trail of smu"
14817,1857029402,Brokeback Mountain,Annie Proulx,,Fourth Estate,American literature,Short fiction by the author of Shipping news. Set in the beautiful wild landscape of Wyoming.
14818,515135690,Bitter Instinct,Robert W. Walker,2003,Jove Books,Fiction,FBI Medical Examiner Dr. Jessica Coran is pitted against a serial killer with a passion for poetry--and the need to carve it into his victims' flesh. But the most baffling part of the crimes is that each victim has been willing to die for the madman's art.
14819,451410785,The Blue Edge of Midnight (Max Freeman Novels (Paperback)),Jonathon King,2003,Onyx Books,Fiction,"Former cop Max Freeman remains haunted by his killing of a 12-year-old boy in self defense in a shootout. Now living in the Florida Everglades, Freeman is pulled back into the twisted maze of law and order when he finds the corpse of a child--and is suspected of murder. LG and Mystery Guild Selection."
14820,080411787X,Acts of Love,JUDITH MICHAEL,1997,Ivy Books,Fiction,A collection of letters written by a young actress who vanished following a tragic accident draws director Lucas Cameron on a search for a passionate woman whose life has been crushed by fate
14821,425173410,Death at Whitechapel (Victorian Mysteries),Robin Paige,2000,Prime Crime,Fiction,"Jennie Jerome Churchill calls on Kathryn Ardleigh and her husband, Charles, to clear the family name when allegations arise that her husband was related to Jack the Ripper, a charge that could threaten her son's political ambitions. Original."
14822,380791854,Lathe of Heaven,Ursula K. Le Guin,1997,Eos,,
14823,743410513,The Unburied,Charles Palliser,2000,Washington Square Press,Fiction,"Invited to the spend the holidays with his old friend, Austin, in the cathedral close of Thurchester, unworldly academic Dr. Courtine becomes engrossed in a haunting, two-hundred-year-old mystery with ties to both a medieval manuscript and to terrifying events in the present. Reader's Guide available. Reprint."
